5	Q0	158792	0	1	Caleb
5	Q0	73368	0	2	Caleb
5	Q0	11662	0	3	Caleb
5	Q0	160886	0	4	Caleb
5	Q0	138239	0	5	Caleb
4105	Q0	3902	0	1	Caleb
4105	Q0	37930	0	2	Caleb
4105	Q0	113824	0	3	Caleb
4105	Q0	158626	0	4	Caleb
4105	Q0	142943	0	5	Caleb
65556	Q0	84136	0	1	Caleb
65556	Q0	143949	0	2	Caleb
65556	Q0	122882	0	3	Caleb
65556	Q0	178256	0	4	Caleb
65556	Q0	27343	0	5	Caleb
16	Q0	19220	0	1	Caleb
16	Q0	123514	0	2	Caleb
16	Q0	10089	0	3	Caleb
16	Q0	6271	0	4	Caleb
16	Q0	64732	0	5	Caleb
77824	Q0	175721	0	1	Caleb
77824	Q0	183258	0	2	Caleb
77824	Q0	163176	0	3	Caleb
77824	Q0	179246	0	4	Caleb
77824	Q0	177066	0	5	Caleb
102402	Q0	113824	0	1	Caleb
102402	Q0	34970	0	2	Caleb
102402	Q0	111915	0	3	Caleb
102402	Q0	30222	0	4	Caleb
102402	Q0	147696	0	5	Caleb
25	Q0	106105	0	1	Caleb
25	Q0	6943	0	2	Caleb
25	Q0	180252	0	3	Caleb
25	Q0	7725	0	4	Caleb
25	Q0	43622	0	5	Caleb
26647	Q0	141165	0	1	Caleb
26647	Q0	173065	0	2	Caleb
26647	Q0	69725	0	3	Caleb
26647	Q0	9138	0	4	Caleb
26647	Q0	82332	0	5	Caleb
92185	Q0	148468	0	1	Caleb
92185	Q0	154554	0	2	Caleb
92185	Q0	122614	0	3	Caleb
92185	Q0	120379	0	4	Caleb
92185	Q0	153294	0	5	Caleb
6158	Q0	13963	0	1	Caleb
6158	Q0	161999	0	2	Caleb
6158	Q0	52101	0	3	Caleb
6158	Q0	129304	0	4	Caleb
6158	Q0	116632	0	5	Caleb
73747	Q0	184049	0	1	Caleb
73747	Q0	73751	0	2	Caleb
73747	Q0	73771	0	3	Caleb
73747	Q0	93156	0	4	Caleb
73747	Q0	81327	0	5	Caleb
26635	Q0	5602	0	1	Caleb
26635	Q0	166580	0	2	Caleb
26635	Q0	53209	0	3	Caleb
26635	Q0	61239	0	4	Caleb
26635	Q0	173802	0	5	Caleb
14374	Q0	57253	0	1	Caleb
14374	Q0	175533	0	2	Caleb
14374	Q0	49504	0	3	Caleb
14374	Q0	52602	0	4	Caleb
14374	Q0	154554	0	5	Caleb
143396	Q0	13963	0	1	Caleb
143396	Q0	42161	0	2	Caleb
143396	Q0	157198	0	3	Caleb
143396	Q0	52381	0	4	Caleb
143396	Q0	4678	0	5	Caleb
167938	Q0	62337	0	1	Caleb
167938	Q0	61174	0	2	Caleb
167938	Q0	89113	0	3	Caleb
167938	Q0	167946	0	4	Caleb
167938	Q0	79282	0	5	Caleb
143383	Q0	121333	0	1	Caleb
143383	Q0	159259	0	2	Caleb
143383	Q0	157162	0	3	Caleb
143383	Q0	169653	0	4	Caleb
143383	Q0	154554	0	5	Caleb
98306	Q0	186349	0	1	Caleb
98306	Q0	113547	0	2	Caleb
98306	Q0	52101	0	3	Caleb
98306	Q0	184298	0	4	Caleb
98306	Q0	57356	0	5	Caleb
36917	Q0	155327	0	1	Caleb
36917	Q0	16376	0	2	Caleb
36917	Q0	154554	0	3	Caleb
36917	Q0	184330	0	4	Caleb
36917	Q0	24870	0	5	Caleb
169987	Q0	7758	0	1	Caleb
169987	Q0	170021	0	2	Caleb
169987	Q0	81415	0	3	Caleb
169987	Q0	177523	0	4	Caleb
169987	Q0	64858	0	5	Caleb
18467	Q0	37120	0	1	Caleb
18467	Q0	74152	0	2	Caleb
18467	Q0	2768	0	3	Caleb
18467	Q0	153783	0	4	Caleb
18467	Q0	25241	0	5	Caleb
10	Q0	91463	0	1	Caleb
10	Q0	81809	0	2	Caleb
10	Q0	91904	0	3	Caleb
10	Q0	24421	0	4	Caleb
10	Q0	122544	0	5	Caleb
4152	Q0	19220	0	1	Caleb
4152	Q0	153245	0	2	Caleb
4152	Q0	185581	0	3	Caleb
4152	Q0	27737	0	4	Caleb
4152	Q0	133463	0	5	Caleb
26695	Q0	96659	0	1	Caleb
26695	Q0	122872	0	2	Caleb
26695	Q0	66628	0	3	Caleb
26695	Q0	85856	0	4	Caleb
26695	Q0	35531	0	5	Caleb
22587	Q0	24178	0	1	Caleb
22587	Q0	6292	0	2	Caleb
22587	Q0	48626	0	3	Caleb
22587	Q0	79177	0	4	Caleb
22587	Q0	175533	0	5	Caleb
174149	Q0	121333	0	1	Caleb
174149	Q0	123514	0	2	Caleb
174149	Q0	143205	0	3	Caleb
174149	Q0	155037	0	4	Caleb
174149	Q0	72032	0	5	Caleb
73	Q0	154554	0	1	Caleb
73	Q0	185685	0	2	Caleb
73	Q0	91560	0	3	Caleb
73	Q0	24870	0	4	Caleb
73	Q0	166191	0	5	Caleb
172106	Q0	100514	0	1	Caleb
172106	Q0	178686	0	2	Caleb
172106	Q0	140917	0	3	Caleb
172106	Q0	157162	0	4	Caleb
172106	Q0	48006	0	5	Caleb
2105	Q0	81906	0	1	Caleb
2105	Q0	44690	0	2	Caleb
2105	Q0	60298	0	3	Caleb
2105	Q0	124763	0	4	Caleb
2105	Q0	129725	0	5	Caleb
77832	Q0	122614	0	1	Caleb
77832	Q0	20831	0	2	Caleb
77832	Q0	42161	0	3	Caleb
77832	Q0	90180	0	4	Caleb
77832	Q0	27683	0	5	Caleb
77	Q0	122872	0	1	Caleb
77	Q0	177066	0	2	Caleb
77	Q0	146882	0	3	Caleb
77	Q0	61239	0	4	Caleb
77	Q0	125588	0	5	Caleb
59437	Q0	37930	0	1	Caleb
59437	Q0	89089	0	2	Caleb
59437	Q0	142943	0	3	Caleb
59437	Q0	3902	0	4	Caleb
59437	Q0	159009	0	5	Caleb
18464	Q0	42328	0	1	Caleb
18464	Q0	31049	0	2	Caleb
18464	Q0	95272	0	3	Caleb
18464	Q0	172067	0	4	Caleb
18464	Q0	130929	0	5	Caleb
6187	Q0	185697	0	1	Caleb
6187	Q0	113824	0	2	Caleb
6187	Q0	122872	0	3	Caleb
6187	Q0	177066	0	4	Caleb
6187	Q0	27737	0	5	Caleb
47151	Q0	89089	0	1	Caleb
47151	Q0	154554	0	2	Caleb
47151	Q0	3902	0	3	Caleb
47151	Q0	26788	0	4	Caleb
47151	Q0	37930	0	5	Caleb
47173	Q0	23174	0	1	Caleb
47173	Q0	37117	0	2	Caleb
47173	Q0	27336	0	3	Caleb
47173	Q0	10938	0	4	Caleb
47173	Q0	49017	0	5	Caleb
85	Q0	82191	0	1	Caleb
85	Q0	104491	0	2	Caleb
85	Q0	63788	0	3	Caleb
85	Q0	86235	0	4	Caleb
85	Q0	81506	0	5	Caleb
22604	Q0	96456	0	1	Caleb
22604	Q0	24255	0	2	Caleb
22604	Q0	87967	0	3	Caleb
22604	Q0	96571	0	4	Caleb
22604	Q0	51243	0	5	Caleb
149537	Q0	5105	0	1	Caleb
149537	Q0	180519	0	2	Caleb
149537	Q0	3902	0	3	Caleb
149537	Q0	37930	0	4	Caleb
149537	Q0	89089	0	5	Caleb
2114	Q0	7451	0	1	Caleb
2114	Q0	123514	0	2	Caleb
2114	Q0	22063	0	3	Caleb
2114	Q0	126610	0	4	Caleb
2114	Q0	162049	0	5	Caleb
100	Q0	126472	0	1	Caleb
100	Q0	13101	0	2	Caleb
100	Q0	18332	0	3	Caleb
100	Q0	25227	0	4	Caleb
100	Q0	123184	0	5	Caleb
105	Q0	113824	0	1	Caleb
105	Q0	168498	0	2	Caleb
105	Q0	154554	0	3	Caleb
105	Q0	158914	0	4	Caleb
105	Q0	95576	0	5	Caleb
24684	Q0	140517	0	1	Caleb
24684	Q0	180519	0	2	Caleb
24684	Q0	98413	0	3	Caleb
24684	Q0	81224	0	4	Caleb
24684	Q0	119596	0	5	Caleb
2157	Q0	113824	0	1	Caleb
2157	Q0	111915	0	2	Caleb
2157	Q0	123377	0	3	Caleb
2157	Q0	30222	0	4	Caleb
2157	Q0	168498	0	5	Caleb
110	Q0	37549	0	1	Caleb
110	Q0	5006	0	2	Caleb
110	Q0	81003	0	3	Caleb
110	Q0	35474	0	4	Caleb
110	Q0	16534	0	5	Caleb
34	Q0	73160	0	1	Caleb
34	Q0	11484	0	2	Caleb
34	Q0	5602	0	3	Caleb
34	Q0	22892	0	4	Caleb
34	Q0	100469	0	5	Caleb
139379	Q0	18057	0	1	Caleb
139379	Q0	163119	0	2	Caleb
139379	Q0	6292	0	3	Caleb
139379	Q0	81905	0	4	Caleb
139379	Q0	83933	0	5	Caleb
18537	Q0	81906	0	1	Caleb
18537	Q0	126499	0	2	Caleb
18537	Q0	100469	0	3	Caleb
18537	Q0	169164	0	4	Caleb
18537	Q0	16353	0	5	Caleb
45166	Q0	49594	0	1	Caleb
45166	Q0	121333	0	2	Caleb
45166	Q0	181770	0	3	Caleb
45166	Q0	102162	0	4	Caleb
45166	Q0	34107	0	5	Caleb
78	Q0	93156	0	1	Caleb
78	Q0	154554	0	2	Caleb
78	Q0	94289	0	3	Caleb
78	Q0	50234	0	4	Caleb
78	Q0	1587	0	5	Caleb
45173	Q0	154213	0	1	Caleb
45173	Q0	20834	0	2	Caleb
45173	Q0	174934	0	3	Caleb
45173	Q0	10934	0	4	Caleb
45173	Q0	22504	0	5	Caleb
39021	Q0	117394	0	1	Caleb
39021	Q0	126264	0	2	Caleb
39021	Q0	18453	0	3	Caleb
39021	Q0	169533	0	4	Caleb
39021	Q0	105947	0	5	Caleb
8209	Q0	185697	0	1	Caleb
8209	Q0	186559	0	2	Caleb
8209	Q0	65052	0	3	Caleb
8209	Q0	3201	0	4	Caleb
8209	Q0	85173	0	5	Caleb
57455	Q0	11484	0	1	Caleb
57455	Q0	166875	0	2	Caleb
57455	Q0	45962	0	3	Caleb
57455	Q0	111432	0	4	Caleb
57455	Q0	73160	0	5	Caleb
86021	Q0	81224	0	1	Caleb
86021	Q0	180688	0	2	Caleb
86021	Q0	140517	0	3	Caleb
86021	Q0	119596	0	4	Caleb
86021	Q0	19684	0	5	Caleb
184394	Q0	184409	0	1	Caleb
184394	Q0	79747	0	2	Caleb
184394	Q0	159259	0	3	Caleb
184394	Q0	20831	0	4	Caleb
184394	Q0	39889	0	5	Caleb
114800	Q0	117394	0	1	Caleb
114800	Q0	3902	0	2	Caleb
114800	Q0	37930	0	3	Caleb
114800	Q0	128606	0	4	Caleb
114800	Q0	126264	0	5	Caleb
61570	Q0	72353	0	1	Caleb
61570	Q0	86460	0	2	Caleb
61570	Q0	8989	0	3	Caleb
61570	Q0	20768	0	4	Caleb
61570	Q0	66383	0	5	Caleb
34890	Q0	81569	0	1	Caleb
34890	Q0	141165	0	2	Caleb
34890	Q0	23950	0	3	Caleb
34890	Q0	69725	0	4	Caleb
34890	Q0	163139	0	5	Caleb
4227	Q0	5860	0	1	Caleb
4227	Q0	187712	0	2	Caleb
4227	Q0	50041	0	3	Caleb
4227	Q0	21786	0	4	Caleb
4227	Q0	78876	0	5	Caleb
2164	Q0	176439	0	1	Caleb
2164	Q0	99007	0	2	Caleb
2164	Q0	22063	0	3	Caleb
2164	Q0	123514	0	4	Caleb
2164	Q0	37733	0	5	Caleb
2177	Q0	185697	0	1	Caleb
2177	Q0	92101	0	2	Caleb
2177	Q0	114525	0	3	Caleb
2177	Q0	113824	0	4	Caleb
2177	Q0	111915	0	5	Caleb
71807	Q0	71821	0	1	Caleb
71807	Q0	122872	0	2	Caleb
71807	Q0	79046	0	3	Caleb
71807	Q0	77191	0	4	Caleb
71807	Q0	21462	0	5	Caleb
119	Q0	157413	0	1	Caleb
119	Q0	18109	0	2	Caleb
119	Q0	126698	0	3	Caleb
119	Q0	123260	0	4	Caleb
119	Q0	87652	0	5	Caleb
71728	Q0	92101	0	1	Caleb
71728	Q0	114525	0	2	Caleb
71728	Q0	19956	0	3	Caleb
71728	Q0	43166	0	4	Caleb
71728	Q0	149628	0	5	Caleb
131187	Q0	113824	0	1	Caleb
131187	Q0	111915	0	2	Caleb
131187	Q0	147696	0	3	Caleb
131187	Q0	149083	0	4	Caleb
131187	Q0	168498	0	5	Caleb
26677	Q0	89089	0	1	Caleb
26677	Q0	137544	0	2	Caleb
26677	Q0	3902	0	3	Caleb
26677	Q0	8137	0	4	Caleb
26677	Q0	27737	0	5	Caleb
10371	Q0	177121	0	1	Caleb
10371	Q0	105427	0	2	Caleb
10371	Q0	34799	0	3	Caleb
10371	Q0	156377	0	4	Caleb
10371	Q0	95796	0	5	Caleb
176270	Q0	155037	0	1	Caleb
176270	Q0	181770	0	2	Caleb
176270	Q0	3563	0	3	Caleb
176270	Q0	122872	0	4	Caleb
176270	Q0	49594	0	5	Caleb
37013	Q0	6270	0	1	Caleb
37013	Q0	50305	0	2	Caleb
37013	Q0	185685	0	3	Caleb
37013	Q0	91560	0	4	Caleb
37013	Q0	39420	0	5	Caleb
145551	Q0	154554	0	1	Caleb
145551	Q0	146630	0	2	Caleb
145551	Q0	18057	0	3	Caleb
145551	Q0	6292	0	4	Caleb
145551	Q0	153062	0	5	Caleb
153	Q0	6943	0	1	Caleb
153	Q0	89089	0	2	Caleb
153	Q0	149447	0	3	Caleb
153	Q0	149628	0	4	Caleb
153	Q0	159797	0	5	Caleb
49285	Q0	48006	0	1	Caleb
49285	Q0	168816	0	2	Caleb
49285	Q0	16559	0	3	Caleb
49285	Q0	142133	0	4	Caleb
49285	Q0	47993	0	5	Caleb
73853	Q0	70754	0	1	Caleb
73853	Q0	113824	0	2	Caleb
73853	Q0	111915	0	3	Caleb
73853	Q0	180519	0	4	Caleb
73853	Q0	25208	0	5	Caleb
94288	Q0	154554	0	1	Caleb
94288	Q0	148468	0	2	Caleb
94288	Q0	3902	0	3	Caleb
94288	Q0	187620	0	4	Caleb
94288	Q0	37930	0	5	Caleb
2173	Q0	81569	0	1	Caleb
2173	Q0	37930	0	2	Caleb
2173	Q0	33711	0	3	Caleb
2173	Q0	92101	0	4	Caleb
2173	Q0	142943	0	5	Caleb
137298	Q0	163050	0	1	Caleb
137298	Q0	18057	0	2	Caleb
137298	Q0	105058	0	3	Caleb
137298	Q0	122872	0	4	Caleb
137298	Q0	20783	0	5	Caleb
20630	Q0	141165	0	1	Caleb
20630	Q0	157413	0	2	Caleb
20630	Q0	23950	0	3	Caleb
20630	Q0	163139	0	4	Caleb
20630	Q0	69725	0	5	Caleb
2176	Q0	185697	0	1	Caleb
2176	Q0	16702	0	2	Caleb
2176	Q0	39298	0	3	Caleb
2176	Q0	477	0	4	Caleb
2176	Q0	157803	0	5	Caleb
20639	Q0	122872	0	1	Caleb
20639	Q0	177066	0	2	Caleb
20639	Q0	93528	0	3	Caleb
20639	Q0	157183	0	4	Caleb
20639	Q0	67957	0	5	Caleb
30836	Q0	175693	0	1	Caleb
