5	Q0	101351	0	1	Caleb
5	Q0	103148	0	2	Caleb
5	Q0	126028	0	3	Caleb
5	Q0	143429	0	4	Caleb
5	Q0	16925	0	5	Caleb
4105	Q0	55630	0	1	Caleb
4105	Q0	4016	0	2	Caleb
4105	Q0	97979	0	3	Caleb
4105	Q0	110183	0	4	Caleb
4105	Q0	25008	0	5	Caleb
65556	Q0	117237	0	1	Caleb
65556	Q0	101995	0	2	Caleb
65556	Q0	171491	0	3	Caleb
65556	Q0	33730	0	4	Caleb
65556	Q0	168387	0	5	Caleb
16	Q0	54	0	1	Caleb
16	Q0	13770	0	2	Caleb
16	Q0	92533	0	3	Caleb
16	Q0	135093	0	4	Caleb
16	Q0	2754	0	5	Caleb
77824	Q0	37263	0	1	Caleb
77824	Q0	123066	0	2	Caleb
77824	Q0	130385	0	3	Caleb
77824	Q0	77860	0	4	Caleb
77824	Q0	119214	0	5	Caleb
102402	Q0	10512	0	1	Caleb
102402	Q0	48076	0	2	Caleb
102402	Q0	70768	0	3	Caleb
102402	Q0	171568	0	4	Caleb
102402	Q0	43636	0	5	Caleb
25	Q0	31237	0	1	Caleb
25	Q0	22424	0	2	Caleb
25	Q0	157205	0	3	Caleb
25	Q0	173322	0	4	Caleb
25	Q0	119091	0	5	Caleb
26647	Q0	117637	0	1	Caleb
26647	Q0	76628	0	2	Caleb
26647	Q0	143743	0	3	Caleb
26647	Q0	154822	0	4	Caleb
26647	Q0	150164	0	5	Caleb
92185	Q0	166571	0	1	Caleb
92185	Q0	148540	0	2	Caleb
92185	Q0	26884	0	3	Caleb
92185	Q0	143207	0	4	Caleb
92185	Q0	101995	0	5	Caleb
6158	Q0	83632	0	1	Caleb
6158	Q0	183367	0	2	Caleb
6158	Q0	26369	0	3	Caleb
6158	Q0	87710	0	4	Caleb
6158	Q0	98457	0	5	Caleb
73747	Q0	53984	0	1	Caleb
73747	Q0	156412	0	2	Caleb
73747	Q0	3645	0	3	Caleb
73747	Q0	65615	0	4	Caleb
73747	Q0	166145	0	5	Caleb
26635	Q0	162026	0	1	Caleb
26635	Q0	64128	0	2	Caleb
26635	Q0	98512	0	3	Caleb
26635	Q0	72624	0	4	Caleb
26635	Q0	9668	0	5	Caleb
14374	Q0	40013	0	1	Caleb
14374	Q0	106888	0	2	Caleb
14374	Q0	2324	0	3	Caleb
14374	Q0	112606	0	4	Caleb
14374	Q0	18525	0	5	Caleb
143396	Q0	106496	0	1	Caleb
143396	Q0	115648	0	2	Caleb
143396	Q0	22424	0	3	Caleb
143396	Q0	157205	0	4	Caleb
143396	Q0	173322	0	5	Caleb
167938	Q0	168387	0	1	Caleb
167938	Q0	104026	0	2	Caleb
167938	Q0	179476	0	3	Caleb
167938	Q0	116184	0	4	Caleb
167938	Q0	37792	0	5	Caleb
143383	Q0	81775	0	1	Caleb
143383	Q0	141538	0	2	Caleb
143383	Q0	123473	0	3	Caleb
143383	Q0	103620	0	4	Caleb
143383	Q0	148103	0	5	Caleb
98306	Q0	114157	0	1	Caleb
98306	Q0	184109	0	2	Caleb
98306	Q0	120509	0	3	Caleb
98306	Q0	74111	0	4	Caleb
98306	Q0	74513	0	5	Caleb
36917	Q0	155327	0	1	Caleb
36917	Q0	36918	0	2	Caleb
36917	Q0	82841	0	3	Caleb
36917	Q0	91021	0	4	Caleb
36917	Q0	16219	0	5	Caleb
169987	Q0	4158	0	1	Caleb
169987	Q0	37522	0	2	Caleb
169987	Q0	117377	0	3	Caleb
169987	Q0	152979	0	4	Caleb
169987	Q0	72226	0	5	Caleb
18467	Q0	144742	0	1	Caleb
18467	Q0	151841	0	2	Caleb
18467	Q0	51940	0	3	Caleb
18467	Q0	178454	0	4	Caleb
18467	Q0	52464	0	5	Caleb
10	Q0	10442	0	1	Caleb
10	Q0	27346	0	2	Caleb
10	Q0	143264	0	3	Caleb
10	Q0	76683	0	4	Caleb
10	Q0	185865	0	5	Caleb
4152	Q0	59661	0	1	Caleb
4152	Q0	4154	0	2	Caleb
4152	Q0	105251	0	3	Caleb
4152	Q0	76734	0	4	Caleb
4152	Q0	110703	0	5	Caleb
26695	Q0	73239	0	1	Caleb
26695	Q0	66628	0	2	Caleb
26695	Q0	431	0	3	Caleb
26695	Q0	172068	0	4	Caleb
26695	Q0	174739	0	5	Caleb
22587	Q0	7931	0	1	Caleb
22587	Q0	45340	0	2	Caleb
22587	Q0	13084	0	3	Caleb
22587	Q0	55928	0	4	Caleb
22587	Q0	136060	0	5	Caleb
174149	Q0	72624	0	1	Caleb
174149	Q0	128880	0	2	Caleb
174149	Q0	168387	0	3	Caleb
174149	Q0	3645	0	4	Caleb
174149	Q0	65615	0	5	Caleb
73	Q0	31237	0	1	Caleb
73	Q0	43636	0	2	Caleb
73	Q0	82531	0	3	Caleb
73	Q0	149481	0	4	Caleb
73	Q0	162839	0	5	Caleb
172106	Q0	101871	0	1	Caleb
172106	Q0	157744	0	2	Caleb
172106	Q0	119255	0	3	Caleb
172106	Q0	5298	0	4	Caleb
172106	Q0	138599	0	5	Caleb
